asset_id,hostname,environment,application,service_owner,business_unit,status,region,os_type,lifecycle_state
ASSET-006396,inventory-service-staging-6396.internal,staging,inventory-service,Logistics Team,Logistics,active,us-east,linux,active
ASSET-006397,analytics-pipeline-prod-6397.internal,prod,analytics-pipeline,Data Engineering,Platform,active,ap-southeast,windows,provisioning
ASSET-006398,payment-gateway-staging-6398.internal,staging,payment-gateway,Payments Team,Finance,active,ap-southeast,windows,active
ASSET-006399,analytics-pipeline-dev-6399.internal,dev,analytics-pipeline,Data Engineering,Platform,active,ap-southeast,windows,active
ASSET-006400,reporting-dashboard-prod-6400.internal,prod,reporting-dashboard,Data Engineering,Platform,active,us-east,linux,active
ASSET-006401,analytics-pipeline-prod-6401.internal,prod,analytics-pipeline,Data Engineering,Platform,active,us-west,windows,active
ASSET-006402,warehouse-management-qa-6402.internal,qa,warehouse-management,Logistics Team,Logistics,active,ap-southeast,windows,active
ASSET-006403,customer-portal-dev-6403.internal,dev,customer-portal,Customer Experience Team,Retail,active,eu-west,linux,active
ASSET-006404,reporting-dashboard-dev-6404.internal,dev,reporting-dashboard,Data Engineering,Platform,active,us-west,linux,active
ASSET-006405,fraud-detection-staging-6405.internal,staging,fraud-detection,Security Team,Finance,active,ap-southeast,windows,active
ASSET-006406,reporting-dashboard-qa-6406.internal,qa,reporting-dashboard,Data Engineering,Platform,active,us-west,windows,active
ASSET-006407,warehouse-management-staging-6407.internal,staging,warehouse-management,Logistics Team,Logistics,active,ap-southeast,linux,active
ASSET-006408,search-service-qa-6408.internal,qa,search-service,Platform Engineering,Retail,active,us-east,linux,active
ASSET-006409,billing-engine-qa-6409.internal,qa,billing-engine,Payments Team,Finance,maintenance,eu-west,linux,active
ASSET-006410,reporting-dashboard-dev-6410.internal,dev,reporting-dashboard,Data Engineering,Platform,active,us-east,linux,active
ASSET-006411,fraud-detection-dev-6411.internal,dev,fraud-detection,Security Team,Finance,active,ap-southeast,linux,active
ASSET-006412,auth-service-dev-6412.internal,dev,auth-service,Security Team,Platform,maintenance,us-west,linux,active
ASSET-006413,inventory-service-prod-6413.internal,prod,inventory-service,Logistics Team,Logistics,active,us-east,windows,active
ASSET-006414,order-service-qa-6414.internal,qa,order-service,Platform Engineering,Retail,active,ap-southeast,windows,provisioning
ASSET-006415,shipping-tracker-prod-6415.internal,prod,shipping-tracker,Logistics Team,Logistics,active,ap-southeast,linux,active
ASSET-006416,order-service-staging-6416.internal,staging,order-service,Platform Engineering,Retail,active,ap-southeast,windows,active
ASSET-006417,shipping-tracker-prod-6417.internal,prod,shipping-tracker,Logistics Team,Logistics,active,us-west,linux,active
ASSET-006418,inventory-service-qa-6418.internal,qa,inventory-service,Logistics Team,Logistics,active,us-east,linux,active
ASSET-006419,api-gateway-prod-6419.internal,prod,api-gateway,SRE Team,Platform,maintenance,us-east,windows,retired
ASSET-006420,inventory-service-prod-6420.internal,prod,inventory-service,Logistics Team,Logistics,decommissioned,us-east,linux,active
ASSET-006421,search-service-staging-6421.internal,staging,search-service,Platform Engineering,Retail,active,us-east,linux,active
ASSET-006422,notification-service-dev-6422.internal,dev,notification-service,Platform Engineering,Platform,maintenance,us-east,windows,active
ASSET-006423,payment-gateway-staging-6423.internal,staging,payment-gateway,Payments Team,Finance,active,eu-west,linux,active
ASSET-006424,recommendation-engine-dev-6424.internal,dev,recommendation-engine,Data Engineering,Retail,decommissioned,ap-southeast,linux,active
ASSET-006425,api-gateway-dev-6425.internal,dev,api-gateway,SRE Team,Platform,active,eu-west,linux,active
ASSET-006426,warehouse-management-staging-6426.internal,staging,warehouse-management,Logistics Team,Logistics,active,us-east,linux,active
ASSET-006427,api-gateway-prod-6427.internal,prod,api-gateway,SRE Team,Platform,active,eu-west,linux,active
ASSET-006428,analytics-pipeline-dev-6428.internal,dev,analytics-pipeline,Data Engineering,Platform,active,us-east,linux,active
ASSET-006429,recommendation-engine-dev-6429.internal,dev,recommendation-engine,Data Engineering,Retail,active,us-west,linux,active
ASSET-006430,payment-gateway-prod-6430.internal,prod,payment-gateway,Payments Team,Finance,active,ap-southeast,linux,active
ASSET-006431,fraud-detection-dev-6431.internal,dev,fraud-detection,Security Team,Finance,active,us-east,linux,active
ASSET-006432,warehouse-management-dev-6432.internal,dev,warehouse-management,Logistics Team,Logistics,maintenance,ap-southeast,windows,active
ASSET-006433,shipping-tracker-staging-6433.internal,staging,shipping-tracker,Logistics Team,Logistics,active,us-west,linux,active
ASSET-006434,notification-service-prod-6434.internal,prod,notification-service,Platform Engineering,Platform,active,eu-west,windows,active
ASSET-006435,search-service-qa-6435.internal,qa,search-service,Platform Engineering,Retail,decommissioned,us-west,macos,active
ASSET-006436,order-service-qa-6436.internal,qa,order-service,Platform Engineering,Retail,active,us-east,linux,active
ASSET-006437,fraud-detection-dev-6437.internal,dev,fraud-detection,Security Team,Finance,active,us-west,linux,active
ASSET-006438,customer-portal-dev-6438.internal,dev,customer-portal,Customer Experience Team,Retail,active,us-west,linux,provisioning
ASSET-006439,inventory-service-prod-6439.internal,prod,inventory-service,Logistics Team,Logistics,active,eu-west,windows,active
ASSET-006440,customer-portal-prod-6440.internal,prod,customer-portal,Customer Experience Team,Retail,active,us-east,linux,active
ASSET-006441,fraud-detection-dev-6441.internal,dev,fraud-detection,Security Team,Finance,active,ap-southeast,linux,active
ASSET-006442,customer-portal-dev-6442.internal,dev,customer-portal,Customer Experience Team,Retail,active,eu-west,linux,active
ASSET-006443,analytics-pipeline-dev-6443.internal,dev,analytics-pipeline,Data Engineering,Platform,active,ap-southeast,windows,provisioning
ASSET-006444,fraud-detection-dev-6444.internal,dev,fraud-detection,Security Team,Finance,active,ap-southeast,linux,active
ASSET-006445,order-service-dev-6445.internal,dev,order-service,Platform Engineering,Retail,active,eu-west,linux,active
ASSET-006446,warehouse-management-dev-6446.internal,dev,warehouse-management,Logistics Team,Logistics,active,us-east,linux,retired
ASSET-006447,customer-portal-prod-6447.internal,prod,customer-portal,Customer Experience Team,Retail,active,eu-west,macos,deprecated
ASSET-006448,recommendation-engine-dev-6448.internal,dev,recommendation-engine,Data Engineering,Retail,active,ap-southeast,linux,retired
ASSET-006449,payment-gateway-staging-6449.internal,staging,payment-gateway,Payments Team,Finance,active,us-east,linux,active
ASSET-006450,payment-gateway-qa-6450.internal,qa,payment-gateway,Payments Team,Finance,active,us-west,windows,retired
ASSET-006451,warehouse-management-prod-6451.internal,prod,warehouse-management,Logistics Team,Logistics,active,us-east,linux,active
ASSET-006452,fraud-detection-prod-6452.internal,prod,fraud-detection,Security Team,Finance,active,ap-southeast,windows,active
ASSET-006453,api-gateway-qa-6453.internal,qa,api-gateway,SRE Team,Platform,active,ap-southeast,linux,active
ASSET-006454,recommendation-engine-dev-6454.internal,dev,recommendation-engine,Data Engineering,Retail,active,us-east,linux,active
ASSET-006455,auth-service-staging-6455.internal,staging,auth-service,Security Team,Platform,active,ap-southeast,linux,active
ASSET-006456,payment-gateway-dev-6456.internal,dev,payment-gateway,Payments Team,Finance,active,us-west,linux,active
ASSET-006457,customer-portal-dev-6457.internal,dev,customer-portal,Customer Experience Team,Retail,active,ap-southeast,windows,retired
ASSET-006458,search-service-dev-6458.internal,dev,search-service,Platform Engineering,Retail,active,us-east,linux,active
ASSET-006459,notification-service-prod-6459.internal,prod,notification-service,Platform Engineering,Platform,active,us-east,linux,active
ASSET-006460,billing-engine-dev-6460.internal,dev,billing-engine,Payments Team,Finance,maintenance,eu-west,windows,provisioning
ASSET-006461,payment-gateway-qa-6461.internal,qa,payment-gateway,Payments Team,Finance,maintenance,ap-southeast,linux,active
ASSET-006462,auth-service-qa-6462.internal,qa,auth-service,Security Team,Platform,active,us-east,linux,active
ASSET-006463,shipping-tracker-staging-6463.internal,staging,shipping-tracker,Logistics Team,Logistics,active,us-east,linux,active
ASSET-006464,inventory-service-dev-6464.internal,dev,inventory-service,Logistics Team,Logistics,active,us-west,macos,active
ASSET-006465,inventory-service-prod-6465.internal,prod,inventory-service,Logistics Team,Logistics,active,us-east,linux,deprecated
ASSET-006466,billing-engine-staging-6466.internal,staging,billing-engine,Payments Team,Finance,active,ap-southeast,windows,active
ASSET-006467,notification-service-qa-6467.internal,qa,notification-service,Platform Engineering,Platform,active,eu-west,windows,active
ASSET-006468,inventory-service-qa-6468.internal,qa,inventory-service,Logistics Team,Logistics,active,eu-west,linux,active
ASSET-006469,billing-engine-prod-6469.internal,prod,billing-engine,Payments Team,Finance,active,us-west,linux,active
ASSET-006470,payment-gateway-prod-6470.internal,prod,payment-gateway,Payments Team,Finance,maintenance,eu-west,linux,retired
ASSET-006471,order-service-qa-6471.internal,qa,order-service,Platform Engineering,Retail,active,eu-west,linux,deprecated
ASSET-006472,inventory-service-dev-6472.internal,dev,inventory-service,Logistics Team,Logistics,active,eu-west,macos,active
ASSET-006473,auth-service-dev-6473.internal,dev,auth-service,Security Team,Platform,active,us-west,linux,active
ASSET-006474,api-gateway-dev-6474.internal,dev,api-gateway,SRE Team,Platform,maintenance,eu-west,linux,retired
ASSET-006475,shipping-tracker-dev-6475.internal,dev,shipping-tracker,Logistics Team,Logistics,maintenance,eu-west,linux,active
ASSET-006476,customer-portal-dev-6476.internal,dev,customer-portal,Customer Experience Team,Retail,active,eu-west,linux,active
ASSET-006477,shipping-tracker-dev-6477.internal,dev,shipping-tracker,Logistics Team,Logistics,active,ap-southeast,linux,deprecated
ASSET-006478,notification-service-prod-6478.internal,prod,notification-service,Platform Engineering,Platform,active,us-west,windows,active
ASSET-006479,recommendation-engine-prod-6479.internal,prod,recommendation-engine,Data Engineering,Retail,active,ap-southeast,windows,active
ASSET-006480,customer-portal-prod-6480.internal,prod,customer-portal,Customer Experience Team,Retail,active,us-east,windows,active
ASSET-006481,search-service-staging-6481.internal,staging,search-service,Platform Engineering,Retail,active,us-west,linux,deprecated
ASSET-006482,reporting-dashboard-staging-6482.internal,staging,reporting-dashboard,Data Engineering,Platform,active,us-west,linux,active
ASSET-006483,api-gateway-dev-6483.internal,dev,api-gateway,SRE Team,Platform,active,ap-southeast,windows,deprecated
ASSET-006484,analytics-pipeline-staging-6484.internal,staging,analytics-pipeline,Data Engineering,Platform,active,us-east,linux,active
ASSET-006485,recommendation-engine-dev-6485.internal,dev,recommendation-engine,Data Engineering,Retail,maintenance,us-east,linux,active
ASSET-006486,reporting-dashboard-qa-6486.internal,qa,reporting-dashboard,Data Engineering,Platform,decommissioned,us-west,linux,active
ASSET-006487,warehouse-management-prod-6487.internal,prod,warehouse-management,Logistics Team,Logistics,active,ap-southeast,windows,active
ASSET-006488,customer-portal-prod-6488.internal,prod,customer-portal,Customer Experience Team,Retail,active,us-west,linux,active
ASSET-006489,inventory-service-dev-6489.internal,dev,inventory-service,Logistics Team,Logistics,active,eu-west,linux,active
ASSET-006490,inventory-service-staging-6490.internal,staging,inventory-service,Logistics Team,Logistics,decommissioned,us-east,linux,active
ASSET-006491,reporting-dashboard-dev-6491.internal,dev,reporting-dashboard,Data Engineering,Platform,active,ap-southeast,linux,active
ASSET-006492,analytics-pipeline-dev-6492.internal,dev,analytics-pipeline,Data Engineering,Platform,active,ap-southeast,linux,deprecated
ASSET-006493,customer-portal-dev-6493.internal,dev,customer-portal,Customer Experience Team,Retail,active,us-east,linux,active
ASSET-006494,notification-service-dev-6494.internal,dev,notification-service,Platform Engineering,Platform,active,eu-west,windows,active
ASSET-006495,customer-portal-staging-6495.internal,staging,customer-portal,Customer Experience Team,Retail,active,us-east,macos,provisioning
ASSET-006496,fraud-detection-qa-6496.internal,qa,fraud-detection,Security Team,Finance,active,eu-west,windows,active
ASSET-006497,search-service-dev-6497.internal,dev,search-service,Platform Engineering,Retail,active,eu-west,windows,active
ASSET-006498,reporting-dashboard-prod-6498.internal,prod,reporting-dashboard,Data Engineering,Platform,maintenance,ap-southeast,macos,deprecated
ASSET-006499,customer-portal-qa-6499.internal,qa,customer-portal,Customer Experience Team,Retail,active,us-east,windows,active
ASSET-006500,billing-engine-qa-6500.internal,qa,billing-engine,Payments Team,Finance,active,us-west,linux,active
ASSET-006501,inventory-service-qa-6501.internal,qa,inventory-service,Logistics Team,Logistics,active,eu-west,windows,active
ASSET-006502,api-gateway-qa-6502.internal,qa,api-gateway,SRE Team,Platform,active,us-west,linux,active
ASSET-006503,billing-engine-qa-6503.internal,qa,billing-engine,Payments Team,Finance,active,eu-west,linux,active
ASSET-006504,analytics-pipeline-staging-6504.internal,staging,analytics-pipeline,Data Engineering,Platform,active,us-east,linux,provisioning
ASSET-006505,auth-service-prod-6505.internal,prod,auth-service,Security Team,Platform,active,us-east,linux,active
