incident_id,service,severity,status,opened_at,resolved_at,summary,root_cause
INC-001031,search-service,SEV3,open,2025-10-10 10:16:24,,Incident on search-service triggered by elevated traffic beyond provisioned capacity.,
INC-001032,shipping-tracker,SEV3,open,2024-11-21 20:53:06,,Incident on shipping-tracker triggered by a misconfigured deployment.,
INC-001033,customer-portal,SEV2,resolved,2024-03-14 18:00:47,2024-03-15 01:35:14.475884420,Incident on customer-portal triggered by network partition between regions.,A credential rotation job failed silently.
INC-001034,payment-gateway,SEV4,resolved,2025-09-26 12:22:05,2025-09-26 14:46:36.326411786,Incident on payment-gateway triggered by a downstream dependency timeout.,A credential rotation job failed silently.
INC-001035,recommendation-engine,SEV3,mitigated,2024-05-10 20:28:05,2024-05-10 23:27:47.108363444,Incident on recommendation-engine triggered by an expired credential.,A credential rotation job failed silently.
INC-001036,warehouse-management,SEV2,resolved,2025-02-12 22:52:49,2025-02-13 06:25:19.440052384,Incident on warehouse-management triggered by an expired credential.,An upstream dependency exceeded its SLA during a regional failover.
INC-001037,billing-engine,SEV4,resolved,2025-08-01 18:30:03,2025-08-01 20:50:56.105386626,Incident on billing-engine triggered by an expired credential.,A configuration change was deployed without a canary rollout.
INC-001038,reporting-dashboard,SEV3,resolved,2024-05-29 01:00:54,2024-05-29 02:01:35.947885080,Incident on reporting-dashboard triggered by a downstream dependency timeout.,An upstream dependency exceeded its SLA during a regional failover.
INC-001039,reporting-dashboard,SEV3,resolved,2025-04-13 06:53:51,2025-04-13 12:48:21.305707578,Incident on reporting-dashboard triggered by an unhandled exception in a new code path.,Insufficient connection pool sizing for peak load.
INC-001040,inventory-service,SEV3,mitigated,2025-07-09 20:44:53,2025-07-09 23:37:58.190456786,Incident on inventory-service triggered by a downstream dependency timeout.,A credential rotation job failed silently.
INC-001041,reporting-dashboard,SEV3,resolved,2025-01-13 18:11:02,2025-01-13 21:44:09.522778070,Incident on reporting-dashboard triggered by elevated traffic beyond provisioned capacity.,A memory leak introduced in the previous release caused gradual degradation.
INC-001042,analytics-pipeline,SEV4,resolved,2025-11-26 16:14:03,2025-11-26 17:14:45.744679158,Incident on analytics-pipeline triggered by elevated traffic beyond provisioned capacity.,Insufficient connection pool sizing for peak load.
INC-001043,fraud-detection,SEV4,resolved,2024-04-27 08:22:52,2024-04-27 12:33:33.536484658,Incident on fraud-detection triggered by elevated traffic beyond provisioned capacity.,Insufficient connection pool sizing for peak load.
INC-001044,shipping-tracker,SEV3,mitigated,2025-12-25 07:50:44,2025-12-25 12:59:04.491789062,Incident on shipping-tracker triggered by network partition between regions.,Capacity was not scaled ahead of a known traffic event.
INC-001045,search-service,SEV4,resolved,2024-01-25 22:14:51,2024-01-26 07:26:08.445203274,Incident on search-service triggered by elevated traffic beyond provisioned capacity.,Capacity was not scaled ahead of a known traffic event.
INC-001046,recommendation-engine,SEV4,resolved,2025-05-10 09:30:49,2025-05-10 18:45:43.085559208,Incident on recommendation-engine triggered by elevated traffic beyond provisioned capacity.,An upstream dependency exceeded its SLA during a regional failover.
INC-001047,recommendation-engine,SEV2,resolved,2024-01-06 15:00:13,2024-01-06 20:40:32.750970532,Incident on recommendation-engine triggered by database connection pool exhaustion.,Insufficient connection pool sizing for peak load.
INC-001048,auth-service,SEV3,resolved,2024-04-16 13:37:45,2024-04-16 21:30:42.794018196,Incident on auth-service triggered by network partition between regions.,A configuration change was deployed without a canary rollout.
INC-001049,inventory-service,SEV4,mitigated,2025-09-12 22:09:37,2025-09-12 23:18:50.613061948,Incident on inventory-service triggered by a memory leak in a recent release.,Capacity was not scaled ahead of a known traffic event.
INC-001050,auth-service,SEV3,resolved,2025-02-15 10:39:29,2025-02-15 15:12:33.857167592,Incident on auth-service triggered by elevated traffic beyond provisioned capacity.,A configuration change was deployed without a canary rollout.
INC-001051,reporting-dashboard,SEV3,mitigated,2024-12-02 17:28:11,2024-12-02 19:41:49.699857314,Incident on reporting-dashboard triggered by a downstream dependency timeout.,An upstream dependency exceeded its SLA during a regional failover.
INC-001052,inventory-service,SEV4,mitigated,2024-04-05 16:51:54,2024-04-06 00:57:02.433142824,Incident on inventory-service triggered by a downstream dependency timeout.,A credential rotation job failed silently.
INC-001053,order-service,SEV3,resolved,2025-07-30 05:41:45,2025-07-30 09:01:53.896615884,Incident on order-service triggered by a misconfigured deployment.,A credential rotation job failed silently.
INC-001054,customer-portal,SEV4,resolved,2025-03-29 03:29:25,2025-03-29 05:28:11.859359572,Incident on customer-portal triggered by a memory leak in a recent release.,Insufficient connection pool sizing for peak load.
INC-001055,billing-engine,SEV4,resolved,2025-01-24 20:59:07,2025-01-25 02:27:33.696027400,Incident on billing-engine triggered by database connection pool exhaustion.,An upstream dependency exceeded its SLA during a regional failover.
INC-001056,inventory-service,SEV4,resolved,2025-05-19 19:22:53,2025-05-19 22:12:42.902058026,Incident on inventory-service triggered by an expired credential.,Insufficient connection pool sizing for peak load.
INC-001057,search-service,SEV3,resolved,2024-08-05 03:18:12,2024-08-05 07:30:15.757415952,Incident on search-service triggered by an expired credential.,A credential rotation job failed silently.
INC-001058,reporting-dashboard,SEV4,resolved,2024-12-30 10:27:19,2024-12-30 13:08:37.217132608,Incident on reporting-dashboard triggered by a downstream dependency timeout.,A configuration change was deployed without a canary rollout.
INC-001059,analytics-pipeline,SEV3,resolved,2024-09-08 09:28:56,2024-09-08 16:35:15.591819344,Incident on analytics-pipeline triggered by an unhandled exception in a new code path.,Capacity was not scaled ahead of a known traffic event.
INC-001060,fraud-detection,SEV4,resolved,2025-01-23 01:17:32,2025-01-23 08:53:03.148795610,Incident on fraud-detection triggered by an expired credential.,Insufficient connection pool sizing for peak load.
INC-001061,notification-service,SEV4,resolved,2025-03-21 22:28:44,2025-03-22 04:34:08.363658866,Incident on notification-service triggered by an unhandled exception in a new code path.,A configuration change was deployed without a canary rollout.
INC-001062,customer-portal,SEV3,resolved,2025-09-25 08:43:25,2025-09-25 12:35:33.009462651,Incident on customer-portal triggered by an expired credential.,A configuration change was deployed without a canary rollout.
INC-001063,warehouse-management,SEV2,resolved,2024-04-10 05:22:47,2024-04-10 09:44:35.757944504,Incident on warehouse-management triggered by an expired credential.,Capacity was not scaled ahead of a known traffic event.
INC-001064,api-gateway,SEV4,open,2024-09-13 16:51:34,,Incident on api-gateway triggered by an expired credential.,
INC-001065,shipping-tracker,SEV3,resolved,2025-07-08 02:42:45,2025-07-08 07:44:45.536409612,Incident on shipping-tracker triggered by network partition between regions.,A configuration change was deployed without a canary rollout.
INC-001066,notification-service,SEV4,open,2025-05-28 23:43:54,,Incident on notification-service triggered by network partition between regions.,
INC-001067,billing-engine,SEV3,open,2024-06-01 23:15:31,,Incident on billing-engine triggered by a downstream dependency timeout.,
INC-001068,customer-portal,SEV3,resolved,2024-02-23 18:10:35,2024-02-23 19:02:17.588036636,Incident on customer-portal triggered by elevated traffic beyond provisioned capacity.,A configuration change was deployed without a canary rollout.
INC-001069,fraud-detection,SEV3,mitigated,2025-07-21 16:01:24,2025-07-21 22:26:45.293463162,Incident on fraud-detection triggered by a downstream dependency timeout.,An upstream dependency exceeded its SLA during a regional failover.
INC-001070,api-gateway,SEV3,resolved,2025-08-03 22:20:39,2025-08-04 07:33:03.854611182,Incident on api-gateway triggered by elevated traffic beyond provisioned capacity.,Insufficient connection pool sizing for peak load.
INC-001071,auth-service,SEV3,resolved,2024-07-30 09:37:52,2024-07-30 10:50:11.081215078,Incident on auth-service triggered by a memory leak in a recent release.,A credential rotation job failed silently.
INC-001072,customer-portal,SEV3,mitigated,2024-07-05 18:57:50,2024-07-06 01:10:44.956468454,Incident on customer-portal triggered by database connection pool exhaustion.,A credential rotation job failed silently.
INC-001073,warehouse-management,SEV2,resolved,2025-03-27 04:09:50,2025-03-27 08:48:30.191113808,Incident on warehouse-management triggered by a misconfigured deployment.,An upstream dependency exceeded its SLA during a regional failover.
INC-001074,auth-service,SEV4,resolved,2024-03-26 20:52:14,2024-03-27 04:40:22.114231609,Incident on auth-service triggered by an unhandled exception in a new code path.,A memory leak introduced in the previous release caused gradual degradation.
INC-001075,auth-service,SEV4,open,2025-03-31 16:44:43,,Incident on auth-service triggered by network partition between regions.,
INC-001076,recommendation-engine,SEV4,resolved,2024-03-08 01:34:51,2024-03-08 11:05:08.833327842,Incident on recommendation-engine triggered by an expired credential.,An upstream dependency exceeded its SLA during a regional failover.
INC-001077,analytics-pipeline,SEV2,resolved,2025-04-30 20:49:42,2025-05-01 01:56:01.140650292,Incident on analytics-pipeline triggered by database connection pool exhaustion.,An upstream dependency exceeded its SLA during a regional failover.
INC-001078,notification-service,SEV4,resolved,2024-02-12 09:34:33,2024-02-12 14:06:08.250681144,Incident on notification-service triggered by an expired credential.,A configuration change was deployed without a canary rollout.
INC-001079,fraud-detection,SEV2,resolved,2024-12-22 21:00:17,2024-12-23 00:19:24.394509956,Incident on fraud-detection triggered by network partition between regions.,A configuration change was deployed without a canary rollout.
INC-001080,billing-engine,SEV3,resolved,2025-02-15 16:34:52,2025-02-16 02:32:39.020791216,Incident on billing-engine triggered by database connection pool exhaustion.,An upstream dependency exceeded its SLA during a regional failover.
INC-001081,shipping-tracker,SEV1,resolved,2024-11-13 22:25:17,2024-11-14 04:15:47.672540894,Incident on shipping-tracker triggered by database connection pool exhaustion.,Insufficient connection pool sizing for peak load.
INC-001082,warehouse-management,SEV2,resolved,2025-02-06 17:46:47,2025-02-06 21:34:44.301654680,Incident on warehouse-management triggered by a downstream dependency timeout.,A configuration change was deployed without a canary rollout.
INC-001083,inventory-service,SEV3,resolved,2025-10-16 07:08:51,2025-10-16 15:07:58.922989638,Incident on inventory-service triggered by a memory leak in a recent release.,An upstream dependency exceeded its SLA during a regional failover.
INC-001084,search-service,SEV2,resolved,2024-02-10 08:19:15,2024-02-10 14:59:18.436274394,Incident on search-service triggered by elevated traffic beyond provisioned capacity.,Capacity was not scaled ahead of a known traffic event.
INC-001085,billing-engine,SEV4,resolved,2024-02-19 17:55:56,2024-02-19 22:24:42.056747180,Incident on billing-engine triggered by a memory leak in a recent release.,Insufficient connection pool sizing for peak load.
